timestamp,btc_price,btc_volume,eth_price,eth_volume,fees,stablecoins_supply,defi_tvl,market_cap,volume,fng_value,is_panic_day,is_defi_stress_day,panic_in_next_days,is_pure_stress_day,target
2018-08-18,6566.71516338,6206194158.951437,314.79325273,2930409554.8592534,8.0,15127992.0,367401.0,229530465499.8734,18060757592.631233,24,0,0,0.0,0,0.0
2018-08-19,6382.06059141,5616965845.869809,293.17699178,2806352498.6709337,26.0,15127992.0,365249.0,215235762182.2428,15235209898.21616,27,0,0,0.0,0,0.0
2018-08-20,6475.49401967,5160365103.111909,299.43512256,2503896967.514467,8.0,15127992.0,363340.0,221641113309.68573,13795052082.39031,26,0,0,0.0,0,0.0
2018-08-21,6242.8824384,5578292470.702208,271.06155218,2209797060.591189,35.0,15127992.0,358941.0,209226924662.3037,13445273536.03316,19,1,0,0.0,0,0.0
2018-08-22,6467.27173031,5658517103.312642,280.37471715,2099627671.6781328,42.0,15127992.0,316470.0,215144070561.0457,12395015050.793638,21,0,0,0.0,0,0.0
2018-08-23,6336.65632711,6759411527.692144,269.24839943,2312267790.5229416,24.0,15127992.0,242301.0,210850533042.44507,14271338128.278362,18,0,0,0.0,0,0.0
2018-08-24,6521.06571827,6096332849.286637,275.80838507,2099144009.1521385,11.0,15127992.0,2502794.0,215241101083.01135,12237670914.825386,19,0,0,0.0,0,0.0
2018-08-25,6684.37914421,6913767387.863615,281.734642,2215723321.9649477,7.0,15127992.0,372407.0,221152055437.10477,14046598278.77144,22,0,0,0.0,0,0.0
2018-08-26,6736.03605752,5280060347.564506,277.96671057,1727946125.1412983,25.0,15127992.0,1302139.0,221715896580.91068,11655001304.044134,19,0,0,0.0,0,0.0
2018-08-27,6728.28800263,5215045899.16829,273.50341419,1905358200.9155493,15.0,15127992.0,8969865.0,219864713298.02945,11395110760.255257,18,0,0,0.0,0,0.0
2018-08-28,6911.09602895,5444349729.346103,286.96110376,2157563439.765662,25.0,15127992.0,9018719.0,229663952699.69263,13292136468.06334,19,0,0,0.0,0,0.0
2018-08-29,7075.98340511,6246602891.545194,296.29612764,2548394710.003952,20.0,15127992.0,1180226.0,236755988593.07416,14873813883.209684,19,0,0,0.0,0,0.0
2018-08-30,7046.74894728,5976493148.705724,288.50536057,2536785879.3731794,18.0,15127992.0,1175880.0,233715579914.0722,14900190065.351791,22,0,0,0.0,0,0.0
2018-08-31,7024.14510718,6587864491.268964,285.10287263,2491159403.542024,24.0,15127992.0,1164422.0,231486164386.40115,14969093754.848747,17,0,0,0.0,0,0.0
2018-09-01,7027.6312794,5959884320.762271,282.2231787,2200676475.6614757,11.0,15127992.0,1178641.0,233717932617.91736,14097883782.101404,21,0,0,1.0,0,0.0
2018-09-02,7211.27076787,6257915213.839819,295.64616176,2591135538.1810236,30.0,15127992.0,1721605.0,239927805963.2816,16131559565.25133,18,0,0,1.0,0,0.0
2018-09-03,7305.272801,6640164154.549976,294.58568848,2297225428.9853034,94.0,15127992.0,1714498.0,241220622549.9379,14402462997.837372,19,0,0,1.0,0,0.0
2018-09-04,7260.89751665,4511643009.568316,288.85282564,2057722570.6458616,33.0,15127992.0,1655376.0,241285530971.5671,12860992069.599072,26,0,0,1.0,0,1.0
2018-09-05,7359.46299292,5344233220.454348,285.48575665,2979570499.016402,234.0,15127992.0,1541536.0,244226987524.4881,15268288453.71808,17,0,1,1.0,1,0.0
2018-09-06,6764.92677378,7036065651.078336,232.59576872,4099897499.876869,196.0,25140229.0,1401925.0,210869572536.715,19195621187.8491,14,1,0,1.0,0,0.0
2018-09-07,6498.27961261,6558109770.577363,229.37495805,2701061396.205367,81.0,25140229.0,1373024.0,209770631849.71735,15416346385.448996,17,0,0,1.0,0,0.0
2018-09-08,6397.81887024,4422971841.981781,215.43223745,2789431368.228549,98.0,25140229.0,1368295.0,204588177138.08755,13326424783.917316,18,0,0,1.0,0,0.0
2018-09-09,6181.19445075,3851077568.004001,196.86538685,2540332938.5796466,161.0,25140229.0,1305799.0,195251775520.88013,12305928178.428438,13,1,0,0.0,0,0.0
2018-09-10,6260.76480606,4174629547.594032,195.87733832,3175761389.4267607,21.0,25140229.0,654995.0,197023690337.81305,13175032665.590595,15,0,0,0.0,0,0.0
2018-09-11,6308.13547462,4504626593.565221,196.36153267,2491788678.425953,61.0,25140229.0,1013470.0,198142899973.95023,13255571845.698236,18,0,0,0.0,0,0.0
2018-09-12,6278.91706963,5001529025.0324745,184.08223183,2596452765.8883944,173.0,25140229.0,1369792.0,194111194259.91785,13925128575.133495,14,0,0,0.0,0,0.0
2018-09-13,6330.57423802,5026516732.831187,182.94557625,2604494814.9428654,133.0,25140229.0,969787.0,196638009434.349,15242535327.86987,20,0,0,0.0,0,0.0
2018-09-14,6486.46163039,4987196751.843109,211.82672749,3501498582.9411836,191.0,25140229.0,967549.0,202990387943.81757,15717746469.029127,23,0,0,0.0,0,0.0
2018-09-15,6500.01225462,5350596522.1363,211.38356172,3131560545.2123165,120.0,25140229.0,609334.0,203301763165.8592,15184866319.998695,24,0,0,0.0,0,0.0
2018-09-16,6530.22114623,4295951323.506035,223.0530823,2852106466.4745975,38.0,25140229.0,1314516.0,205647721909.4588,13770996759.89618,28,0,0,0.0,0,0.0
2018-09-17,6506.24849322,4715407407.2624035,220.14157943,2369163812.379939,19.0,25140229.0,468276.0,206069864015.52615,14188415155.387049,25,0,0,0.0,0,0.0
2018-09-18,6250.12172732,4600931272.400568,196.5766097,2973745225.343125,6.0,25140229.0,422289.0,194594529290.67825,14138309394.451374,21,0,0,0.0,0,0.0
